"Date","ModernName","Time","n","Observer"
2015-03-26,"american crow","8H 26M 0S",3,"MF"
2015-03-26,"american robin","8H 26M 0S",1,"MF"
2015-03-26,"black capped chickadee","8H 26M 0S",7,"MF"
2015-03-26,"black crowned night heron","8H 26M 0S",4,"MF"
2015-03-26,"canada goose","8H 26M 0S",41,"MF"
2015-03-26,"common grackle","8H 26M 0S",20,"MF"
2015-03-26,"dark eyed junco","8H 26M 0S",10,"MF"
2015-03-26,"downy woodpecker","8H 26M 0S",8,"MF"
2015-03-26,"european starling","8H 26M 0S",39,"MF"
2015-03-26,"gadwall","8H 26M 0S",1,"MF"
2015-03-26,"hooded merganser","8H 26M 0S",2,"MF"
2015-03-26,"house sparrow","8H 26M 0S",38,"MF"
2015-03-26,"mallard","8H 26M 0S",123,"MF"
2015-03-26,"northern cardinal","8H 26M 0S",8,"MF"
2015-03-26,"red bellied woodpecker","8H 26M 0S",1,"MF"
2015-03-26,"red winged blackbird","8H 26M 0S",17,"MF"
2015-03-26,"ring billed gull","8H 26M 0S",35,"MF"
2015-03-26,"rock pigeon","8H 26M 0S",37,"MF"
2015-03-26,"song sparrow","8H 26M 0S",1,"MF"
2015-03-30,"american crow","8H 21M 0S",12,"MF"
2015-03-30,"american goldfinch","8H 21M 0S",2,"MF"
2015-03-30,"black capped chickadee","8H 21M 0S",1,"MF"
2015-03-30,"canada goose","8H 21M 0S",31,"MF"
2015-03-30,"common grackle","8H 21M 0S",25,"MF"
2015-03-30,"cooper's hawk","8H 21M 0S",1,"MF"
2015-03-30,"dark eyed junco","8H 21M 0S",19,"MF"
2015-03-30,"domestic duck","8H 21M 0S",2,"MF"
2015-03-30,"downy woodpecker","8H 21M 0S",2,"MF"
2015-03-30,"european starling","8H 21M 0S",28,"MF"
2015-03-30,"hooded merganser","8H 21M 0S",1,"MF"
2015-03-30,"house finch","8H 21M 0S",1,"MF"
2015-03-30,"house sparrow","8H 21M 0S",29,"MF"
2015-03-30,"mallard","8H 21M 0S",416,"MF"
2015-03-30,"northern cardinal","8H 21M 0S",6,"MF"
2015-03-30,"red breasted merganser","8H 21M 0S",1,"MF"
2015-03-30,"red winged blackbird","8H 21M 0S",19,"MF"
2015-03-30,"ring billed gull","8H 21M 0S",25,"MF"
2015-03-30,"rock pigeon","8H 21M 0S",37,"MF"
2015-03-30,"song sparrow","8H 21M 0S",12,"MF"
2015-03-30,"wood duck","8H 21M 0S",4,"MF"
2015-03-31,"american coot","8H 20M 0S",2,"MF"
2015-03-31,"american crow","8H 20M 0S",4,"MF"
2015-03-31,"american robin","8H 20M 0S",5,"MF"
2015-03-31,"black capped chickadee","8H 20M 0S",6,"MF"
2015-03-31,"canada goose","8H 20M 0S",45,"MF"
2015-03-31,"common grackle","8H 20M 0S",41,"MF"
2015-03-31,"dark eyed junco","8H 20M 0S",45,"MF"
2015-03-31,"domestic duck","8H 20M 0S",3,"MF"
2015-03-31,"downy woodpecker","8H 20M 0S",1,"MF"
2015-03-31,"eastern meadowlark","8H 20M 0S",2,"MF"
2015-03-31,"eastern phoebe","8H 20M 0S",6,"MF"
2015-03-31,"european starling","8H 20M 0S",30,"MF"
2015-03-31,"fox sparrow","8H 20M 0S",5,"MF"
2015-03-31,"house sparrow","8H 20M 0S",33,"MF"
2015-03-31,"mallard","8H 20M 0S",118,"MF"
2015-03-31,"northern cardinal","8H 20M 0S",4,"MF"
2015-03-31,"red winged blackbird","8H 20M 0S",10,"MF"
2015-03-31,"ring billed gull","8H 20M 0S",35,"MF"
2015-03-31,"rock pigeon","8H 20M 0S",32,"MF"
2015-03-31,"ruby crowned kinglet","8H 20M 0S",3,"MF"
2015-03-31,"song sparrow","8H 20M 0S",58,"MF"
2015-03-31,"winter wren","8H 20M 0S",1,"MF"
2015-04-01,"american coot","8H 25M 0S",2,"MF"
2015-04-01,"american crow","8H 25M 0S",2,"MF"
2015-04-01,"american robin","8H 25M 0S",8,"MF"
2015-04-01,"black capped chickadee","8H 25M 0S",6,"MF"
2015-04-01,"brown creeper","8H 25M 0S",3,"MF"
2015-04-01,"canada goose","8H 25M 0S",26,"MF"
2015-04-01,"common grackle","8H 25M 0S",12,"MF"
2015-04-01,"dark eyed junco","8H 25M 0S",53,"MF"
2015-04-01,"downy woodpecker","8H 25M 0S",1,"MF"
2015-04-01,"european starling","8H 25M 0S",44,"MF"
2015-04-01,"fox sparrow","8H 25M 0S",1,"MF"
2015-04-01,"gadwall","8H 25M 0S",1,"MF"
2015-04-01,"golden crowned kinglet","8H 25M 0S",13,"MF"
2015-04-01,"house sparrow","8H 25M 0S",39,"MF"
2015-04-01,"lincoln's sparrow","8H 25M 0S",1,"MF"
2015-04-01,"mallard","8H 25M 0S",127,"MF"
2015-04-01,"mourning dove","8H 25M 0S",1,"MF"
2015-04-01,"northern cardinal","8H 25M 0S",5,"MF"
2015-04-01,"pied billed grebe","8H 25M 0S",1,"MF"
2015-04-01,"red winged blackbird","8H 25M 0S",27,"MF"
2015-04-01,"ring billed gull","8H 25M 0S",12,"MF"
2015-04-01,"rock pigeon","8H 25M 0S",19,"MF"
2015-04-01,"ruby crowned kinglet","8H 25M 0S",1,"MF"
2015-04-01,"song sparrow","8H 25M 0S",37,"MF"
2015-04-01,"wood duck","8H 25M 0S",7,"MF"
2015-04-03,"american coot","8H 15M 0S",3,"MF"
2015-04-03,"american crow","8H 15M 0S",11,"MF"
2015-04-03,"american goldfinch","8H 15M 0S",2,"MF"
2015-04-03,"american kestrel","8H 15M 0S",1,"MF"
2015-04-03,"american robin","8H 15M 0S",9,"MF"
2015-04-03,"belted kingfisher","8H 15M 0S",1,"MF"
2015-04-03,"black capped chickadee","8H 15M 0S",5,"MF"
2015-04-03,"black crowned night heron","8H 15M 0S",11,"MF"
2015-04-03,"brown creeper","8H 15M 0S",1,"MF"
2015-04-03,"brown thrasher","8H 15M 0S",1,"MF"
2015-04-03,"canada goose","8H 15M 0S",41,"MF"
2015-04-03,"common grackle","8H 15M 0S",18,"MF"
2015-04-03,"dark eyed junco","8H 15M 0S",15,"MF"
2015-04-03,"downy woodpecker","8H 15M 0S",1,"MF"
2015-04-03,"european starling","8H 15M 0S",35,"MF"
2015-04-03,"gadwall","8H 15M 0S",2,"MF"
2015-04-03,"great horned owl","8H 15M 0S",1,"MF"
2015-04-03,"greylag goose","8H 15M 0S",2,"MF"
2015-04-03,"house sparrow","8H 15M 0S",28,"MF"
2015-04-03,"mallard","8H 15M 0S",169,"MF"
2015-04-03,"northern cardinal","8H 15M 0S",3,"MF"
2015-04-03,"northern flicker","8H 15M 0S",2,"MF"
2015-04-03,"pied billed grebe","8H 15M 0S",1,"MF"
2015-04-03,"red winged blackbird","8H 15M 0S",12,"MF"
2015-04-03,"ring billed gull","8H 15M 0S",20,"MF"
2015-04-03,"rock pigeon","8H 15M 0S",34,"MF"
2015-04-03,"song sparrow","8H 15M 0S",8,"MF"
2015-04-03,"wood duck","8H 15M 0S",15,"MF"
2015-04-03,"yellow bellied sapsucker","8H 15M 0S",1,"MF"
2015-04-06,"american coot","8H 22M 0S",1,"MF"
2015-04-06,"american crow","8H 22M 0S",3,"MF"
2015-04-06,"american robin","8H 22M 0S",5,"MF"
2015-04-06,"black capped chickadee","8H 22M 0S",10,"MF"
2015-04-06,"black crowned night heron","8H 22M 0S",27,"MF"
2015-04-06,"bufflehead","8H 22M 0S",3,"MF"
2015-04-06,"canada goose","8H 22M 0S",38,"MF"
2015-04-06,"common grackle","8H 22M 0S",21,"MF"
2015-04-06,"dark eyed junco","8H 22M 0S",8,"MF"
2015-04-06,"domestic duck","8H 22M 0S",1,"MF"
2015-04-06,"eastern phoebe","8H 22M 0S",1,"MF"
2015-04-06,"eastern towhee","8H 22M 0S",1,"MF"
2015-04-06,"european starling","8H 22M 0S",80,"MF"
2015-04-06,"fox sparrow","8H 22M 0S",2,"MF"
2015-04-06,"gadwall","8H 22M 0S",1,"MF"
2015-04-06,"golden crowned kinglet","8H 22M 0S",1,"MF"
2015-04-06,"greylag goose","8H 22M 0S",2,"MF"
2015-04-06,"house finch","8H 22M 0S",1,"MF"
2015-04-06,"house sparrow","8H 22M 0S",33,"MF"
2015-04-06,"lesser scaup","8H 22M 0S",1,"MF"
2015-04-06,"mallard","8H 22M 0S",61,"MF"
2015-04-06,"northern cardinal","8H 22M 0S",5,"MF"
2015-04-06,"northern flicker","8H 22M 0S",2,"MF"
2015-04-06,"pied billed grebe","8H 22M 0S",1,"MF"
2015-04-06,"red bellied woodpecker","8H 22M 0S",1,"MF"
2015-04-06,"red winged blackbird","8H 22M 0S",16,"MF"
2015-04-06,"ring billed gull","8H 22M 0S",34,"MF"
2015-04-06,"rock pigeon","8H 22M 0S",17,"MF"
2015-04-06,"song sparrow","8H 22M 0S",8,"MF"
2015-04-06,"swainson's thrush","8H 22M 0S",2,"MF"
2015-04-06,"swamp sparrow","8H 22M 0S",2,"MF"
2015-04-06,"wood duck","8H 22M 0S",3,"MF"
2015-04-06,"yellow bellied sapsucker","8H 22M 0S",1,"MF"
2015-04-07,"american coot","8H 54M 0S",2,"MF"
2015-04-07,"american crow","8H 54M 0S",7,"MF"
2015-04-07,"american robin","8H 54M 0S",19,"MF"
2015-04-07,"black capped chickadee","8H 54M 0S",3,"MF"
2015-04-07,"black crowned night heron","8H 54M 0S",19,"MF"
2015-04-07,"brown creeper","8H 54M 0S",1,"MF"
2015-04-07,"canada goose","8H 54M 0S",44,"MF"
2015-04-07,"common grackle","8H 54M 0S",19,"MF"
2015-04-07,"dark eyed junco","8H 54M 0S",34,"MF"
2015-04-07,"downy woodpecker","8H 54M 0S",2,"MF"
2015-04-07,"european starling","8H 54M 0S",44,"MF"
2015-04-07,"golden crowned kinglet","8H 54M 0S",9,"MF"
2015-04-07,"house sparrow","8H 54M 0S",21,"MF"
2015-04-07,"lesser scaup","8H 54M 0S",1,"MF"
2015-04-07,"mallard","8H 54M 0S",118,"MF"
2015-04-07,"northern cardinal","8H 54M 0S",3,"MF"
2015-04-07,"northern flicker","8H 54M 0S",3,"MF"
2015-04-07,"pied billed grebe","8H 54M 0S",1,"MF"
2015-04-07,"red bellied woodpecker","8H 54M 0S",1,"MF"
2015-04-07,"red winged blackbird","8H 54M 0S",21,"MF"
2015-04-07,"ring billed gull","8H 54M 0S",30,"MF"
2015-04-07,"rock pigeon","8H 54M 0S",65,"MF"
2015-04-07,"song sparrow","8H 54M 0S",9,"MF"
2015-04-07,"wood duck","8H 54M 0S",4,"MF"
2015-04-07,"yellow bellied sapsucker","8H 54M 0S",2,"MF"
2015-04-08,"american coot","8H 24M 0S",3,"MF"
2015-04-08,"american crow","8H 24M 0S",4,"MF"
2015-04-08,"american robin","8H 24M 0S",5,"MF"
2015-04-08,"black crowned night heron","8H 24M 0S",26,"MF"
2015-04-08,"brown headed cowbird","8H 24M 0S",3,"MF"
2015-04-08,"bufflehead","8H 24M 0S",1,"MF"
2015-04-08,"canada goose","8H 24M 0S",44,"MF"
2015-04-08,"common grackle","8H 24M 0S",28,"MF"
2015-04-08,"dark eyed junco","8H 24M 0S",29,"MF"
2015-04-08,"domestic duck","8H 24M 0S",3,"MF"
2015-04-08,"downy woodpecker","8H 24M 0S",1,"MF"
2015-04-08,"eastern meadowlark","8H 24M 0S",1,"MF"
2015-04-08,"eastern phoebe","8H 24M 0S",1,"MF"
2015-04-08,"european starling","8H 24M 0S",26,"MF"
2015-04-08,"fox sparrow","8H 24M 0S",2,"MF"
2015-04-08,"house sparrow","8H 24M 0S",42,"MF"
2015-04-08,"lesser scaup","8H 24M 0S",1,"MF"
2015-04-08,"mallard","8H 24M 0S",62,"MF"
2015-04-08,"northern cardinal","8H 24M 0S",4,"MF"
2015-04-08,"northern flicker","8H 24M 0S",2,"MF"
2015-04-08,"northern rough winged swallow","8H 24M 0S",1,"MF"
2015-04-08,"pied billed grebe","8H 24M 0S",2,"MF"
2015-04-08,"red bellied woodpecker","8H 24M 0S",2,"MF"
2015-04-08,"red winged blackbird","8H 24M 0S",21,"MF"
2015-04-08,"ring billed gull","8H 24M 0S",7,"MF"
2015-04-08,"rock pigeon","8H 24M 0S",9,"MF"
2015-04-08,"ruby crowned kinglet","8H 24M 0S",2,"MF"
2015-04-08,"song sparrow","8H 24M 0S",11,"MF"
2015-04-08,"swainson's thrush","8H 24M 0S",1,"MF"
2015-04-08,"swamp sparrow","8H 24M 0S",4,"MF"
2015-04-08,"wood duck","8H 24M 0S",3,"MF"
2015-04-08,"yellow bellied sapsucker","8H 24M 0S",1,"MF"
2015-04-10,"american black duck","8H 30M 0S",1,"MF"
2015-04-10,"american coot","8H 30M 0S",4,"MF"
2015-04-10,"american crow","8H 30M 0S",2,"MF"
2015-04-10,"american kestrel","8H 30M 0S",1,"MF"
2015-04-10,"american robin","8H 30M 0S",5,"MF"
2015-04-10,"black capped chickadee","8H 30M 0S",3,"MF"
2015-04-10,"black crowned night heron","8H 30M 0S",18,"MF"
2015-04-10,"brown creeper","8H 30M 0S",2,"MF"
2015-04-10,"brown headed cowbird","8H 30M 0S",1,"MF"
2015-04-10,"bufflehead","8H 30M 0S",1,"MF"
2015-04-10,"canada goose","8H 30M 0S",23,"MF"
2015-04-10,"chipping sparrow","8H 30M 0S",12,"MF"
2015-04-10,"common grackle","8H 30M 0S",10,"MF"
2015-04-10,"dark eyed junco","8H 30M 0S",74,"MF"
2015-04-10,"downy woodpecker","8H 30M 0S",2,"MF"
2015-04-10,"eastern meadowlark","8H 30M 0S",1,"MF"
2015-04-10,"eastern phoebe","8H 30M 0S",2,"MF"
2015-04-10,"eastern towhee","8H 30M 0S",2,"MF"
2015-04-10,"european starling","8H 30M 0S",9,"MF"
2015-04-10,"field sparrow","8H 30M 0S",2,"MF"
2015-04-10,"fox sparrow","8H 30M 0S",6,"MF"
2015-04-10,"golden crowned kinglet","8H 30M 0S",5,"MF"
2015-04-10,"hermit thrush","8H 30M 0S",10,"MF"
2015-04-10,"hooded merganser","8H 30M 0S",1,"MF"
2015-04-10,"house finch","8H 30M 0S",1,"MF"
2015-04-10,"house sparrow","8H 30M 0S",32,"MF"
2015-04-10,"mallard","8H 30M 0S",18,"MF"
2015-04-10,"mourning dove","8H 30M 0S",1,"MF"
2015-04-10,"northern cardinal","8H 30M 0S",6,"MF"
2015-04-10,"northern flicker","8H 30M 0S",6,"MF"
2015-04-10,"pied billed grebe","8H 30M 0S",2,"MF"
2015-04-10,"red winged blackbird","8H 30M 0S",6,"MF"
2015-04-10,"rock pigeon","8H 30M 0S",62,"MF"
2015-04-10,"ruby crowned kinglet","8H 30M 0S",1,"MF"
2015-04-10,"savannah sparrow","8H 30M 0S",3,"MF"
2015-04-10,"song sparrow","8H 30M 0S",8,"MF"
2015-04-10,"swamp sparrow","8H 30M 0S",5,"MF"
2015-04-10,"white crowned sparrow","8H 30M 0S",1,"MF"
2015-04-10,"wood duck","8H 30M 0S",7,"MF"
2015-04-10,"yellow bellied sapsucker","8H 30M 0S",7,"MF"
2015-04-10,"yellow rumped warbler","8H 30M 0S",3,"MF"
2015-04-13,"american coot","9H 9M 0S",0,"MF"
2015-04-14,"american coot","8H 16M 0S",3,"MF"
2015-04-14,"american crow","8H 16M 0S",2,"MF"
2015-04-14,"american robin","8H 16M 0S",2,"MF"
2015-04-14,"belted kingfisher","8H 16M 0S",1,"MF"
2015-04-14,"black capped chickadee","8H 16M 0S",2,"MF"
2015-04-14,"black crowned night heron","8H 16M 0S",47,"MF"
2015-04-14,"brown creeper","8H 16M 0S",2,"MF"
2015-04-14,"canada goose","8H 16M 0S",33,"MF"
2015-04-14,"common grackle","8H 16M 0S",11,"MF"
2015-04-14,"dark eyed junco","8H 16M 0S",3,"MF"
2015-04-14,"domestic duck","8H 16M 0S",3,"MF"
2015-04-14,"downy woodpecker","8H 16M 0S",2,"MF"
2015-04-14,"european starling","8H 16M 0S",9,"MF"
2015-04-14,"greylag goose","8H 16M 0S",2,"MF"
2015-04-14,"hermit thrush","8H 16M 0S",1,"MF"
2015-04-14,"house sparrow","8H 16M 0S",31,"MF"
2015-04-14,"mallard","8H 16M 0S",38,"MF"
2015-04-14,"northern cardinal","8H 16M 0S",1,"MF"
2015-04-14,"northern flicker","8H 16M 0S",3,"MF"
2015-04-14,"northern rough winged swallow","8H 16M 0S",2,"MF"
2015-04-14,"palm warbler","8H 16M 0S",1,"MF"
2015-04-14,"pied billed grebe","8H 16M 0S",2,"MF"
2015-04-14,"red bellied woodpecker","8H 16M 0S",1,"MF"
2015-04-14,"red winged blackbird","8H 16M 0S",20,"MF"
2015-04-14,"ring billed gull","8H 16M 0S",6,"MF"
2015-04-14,"rock pigeon","8H 16M 0S",7,"MF"
2015-04-14,"ruby crowned kinglet","8H 16M 0S",4,"MF"
2015-04-14,"song sparrow","8H 16M 0S",9,"MF"
2015-04-14,"swamp sparrow","8H 16M 0S",2,"MF"
2015-04-14,"wood duck","8H 16M 0S",2,"MF"
2015-04-14,"yellow bellied sapsucker","8H 16M 0S",3,"MF"
2015-04-14,"yellow rumped warbler","8H 16M 0S",3,"MF"
2015-04-15,"american coot","8H 16M 0S",4,"MF"
2015-04-15,"american crow","8H 16M 0S",7,"MF"
2015-04-15,"american goldfinch","8H 16M 0S",2,"MF"
2015-04-15,"american robin","8H 16M 0S",9,"MF"
2015-04-15,"barn swallow","8H 16M 0S",2,"MF"
2015-04-15,"black capped chickadee","8H 16M 0S",10,"MF"
2015-04-15,"black crowned night heron","8H 16M 0S",50,"MF"
2015-04-15,"brown creeper","8H 16M 0S",2,"MF"
2015-04-15,"brown thrasher","8H 16M 0S",2,"MF"
2015-04-15,"canada goose","8H 16M 0S",34,"MF"
2015-04-15,"common grackle","8H 16M 0S",16,"MF"
2015-04-15,"dark eyed junco","8H 16M 0S",9,"MF"
2015-04-15,"downy woodpecker","8H 16M 0S",3,"MF"
2015-04-15,"eastern phoebe","8H 16M 0S",1,"MF"
2015-04-15,"european starling","8H 16M 0S",20,"MF"
2015-04-15,"golden crowned kinglet","8H 16M 0S",2,"MF"
2015-04-15,"hermit thrush","8H 16M 0S",2,"MF"
2015-04-15,"house finch","8H 16M 0S",1,"MF"
2015-04-15,"house sparrow","8H 16M 0S",54,"MF"
2015-04-15,"mallard","8H 16M 0S",33,"MF"
2015-04-15,"northern cardinal","8H 16M 0S",10,"MF"
2015-04-15,"northern flicker","8H 16M 0S",1,"MF"
2015-04-15,"northern rough winged swallow","8H 16M 0S",3,"MF"
2015-04-15,"pied billed grebe","8H 16M 0S",2,"MF"
2015-04-15,"red winged blackbird","8H 16M 0S",20,"MF"
2015-04-15,"ring billed gull","8H 16M 0S",5,"MF"
2015-04-15,"rock pigeon","8H 16M 0S",12,"MF"
2015-04-15,"ruby crowned kinglet","8H 16M 0S",3,"MF"
2015-04-15,"song sparrow","8H 16M 0S",6,"MF"
2015-04-15,"wood duck","8H 16M 0S",6,"MF"
2015-04-15,"yellow bellied sapsucker","8H 16M 0S",3,"MF"
2015-04-16,"american coot","8H 29M 0S",2,"MF"
2015-04-16,"american crow","8H 29M 0S",3,"MF"
2015-04-16,"american goldfinch","8H 29M 0S",1,"MF"
2015-04-16,"american robin","8H 29M 0S",12,"MF"
2015-04-16,"belted kingfisher","8H 29M 0S",1,"MF"
2015-04-16,"black capped chickadee","8H 29M 0S",11,"MF"
2015-04-16,"black crowned night heron","8H 29M 0S",70,"MF"
2015-04-16,"brown creeper","8H 29M 0S",1,"MF"
2015-04-16,"canada goose","8H 29M 0S",29,"MF"
2015-04-16,"chipping sparrow","8H 29M 0S",1,"MF"
2015-04-16,"common grackle","8H 29M 0S",43,"MF"
2015-04-16,"dark eyed junco","8H 29M 0S",4,"MF"
2015-04-16,"downy woodpecker","8H 29M 0S",2,"MF"
2015-04-16,"eastern towhee","8H 29M 0S",2,"MF"
2015-04-16,"european starling","8H 29M 0S",33,"MF"
2015-04-16,"fox sparrow","8H 29M 0S",1,"MF"
2015-04-16,"golden crowned kinglet","8H 29M 0S",2,"MF"
2015-04-16,"greylag goose","8H 29M 0S",2,"MF"
2015-04-16,"house finch","8H 29M 0S",1,"MF"
2015-04-16,"house sparrow","8H 29M 0S",31,"MF"
2015-04-16,"lincoln's sparrow","8H 29M 0S",1,"MF"
2015-04-16,"mallard","8H 29M 0S",22,"MF"
2015-04-16,"northern cardinal","8H 29M 0S",1,"MF"
2015-04-16,"northern flicker","8H 29M 0S",4,"MF"
2015-04-16,"northern rough winged swallow","8H 29M 0S",6,"MF"
2015-04-16,"red bellied woodpecker","8H 29M 0S",2,"MF"
2015-04-16,"red winged blackbird","8H 29M 0S",12,"MF"
2015-04-16,"ring billed gull","8H 29M 0S",7,"MF"
2015-04-16,"rock pigeon","8H 29M 0S",52,"MF"
2015-04-16,"ruby crowned kinglet","8H 29M 0S",3,"MF"
2015-04-16,"song sparrow","8H 29M 0S",7,"MF"
2015-04-16,"swamp sparrow","8H 29M 0S",1,"MF"
2015-04-16,"vesper sparrow","8H 29M 0S",1,"MF"
2015-04-16,"wood duck","8H 29M 0S",1,"MF"
2015-04-16,"yellow bellied sapsucker","8H 29M 0S",2,"MF"
2015-04-16,"yellow rumped warbler","8H 29M 0S",1,"MF"
2015-04-17,"american coot","8H 29M 0S",3,"MF"
2015-04-17,"american crow","8H 29M 0S",1,"MF"
2015-04-17,"american goldfinch","8H 29M 0S",2,"MF"
2015-04-17,"american robin","8H 29M 0S",11,"MF"
2015-04-17,"black capped chickadee","8H 29M 0S",5,"MF"
2015-04-17,"black crowned night heron","8H 29M 0S",72,"MF"
2015-04-17,"blue gray gnatcatcher","8H 29M 0S",2,"MF"
2015-04-17,"brown creeper","8H 29M 0S",2,"MF"
2015-04-17,"brown thrasher","8H 29M 0S",1,"MF"
2015-04-17,"canada goose","8H 29M 0S",31,"MF"
2015-04-17,"chipping sparrow","8H 29M 0S",2,"MF"
2015-04-17,"common grackle","8H 29M 0S",14,"MF"
2015-04-17,"dark eyed junco","8H 29M 0S",2,"MF"
2015-04-17,"eastern phoebe","8H 29M 0S",3,"MF"
2015-04-17,"eastern towhee","8H 29M 0S",1,"MF"
2015-04-17,"european starling","8H 29M 0S",12,"MF"
2015-04-17,"field sparrow","8H 29M 0S",1,"MF"
2015-04-17,"fox sparrow","8H 29M 0S",2,"MF"
2015-04-17,"golden crowned kinglet","8H 29M 0S",2,"MF"
2015-04-17,"hermit thrush","8H 29M 0S",7,"MF"
2015-04-17,"house sparrow","8H 29M 0S",35,"MF"
2015-04-17,"mallard","8H 29M 0S",35,"MF"
2015-04-17,"northern cardinal","8H 29M 0S",4,"MF"
2015-04-17,"northern flicker","8H 29M 0S",1,"MF"
2015-04-17,"northern rough winged swallow","8H 29M 0S",1,"MF"
2015-04-17,"red bellied woodpecker","8H 29M 0S",1,"MF"
2015-04-17,"red winged blackbird","8H 29M 0S",16,"MF"
2015-04-17,"ring billed gull","8H 29M 0S",2,"MF"
2015-04-17,"rock pigeon","8H 29M 0S",18,"MF"
2015-04-17,"ruby crowned kinglet","8H 29M 0S",3,"MF"
2015-04-17,"song sparrow","8H 29M 0S",7,"MF"
2015-04-17,"swamp sparrow","8H 29M 0S",1,"MF"
2015-04-17,"white throated sparrow","8H 29M 0S",2,"MF"
2015-04-17,"wood duck","8H 29M 0S",5,"MF"
2015-04-17,"yellow bellied sapsucker","8H 29M 0S",2,"MF"
2015-04-20,"american crow","8H 15M 0S",4,"MF"
2015-04-20,"american robin","8H 15M 0S",12,"MF"
2015-04-20,"belted kingfisher","8H 15M 0S",1,"MF"
2015-04-20,"black capped chickadee","8H 15M 0S",1,"MF"
2015-04-20,"black crowned night heron","8H 15M 0S",91,"MF"
2015-04-20,"brown creeper","8H 15M 0S",1,"MF"
2015-04-20,"brown thrasher","8H 15M 0S",1,"MF"
2015-04-20,"canada goose","8H 15M 0S",32,"MF"
2015-04-20,"chipping sparrow","8H 15M 0S",1,"MF"
2015-04-20,"common grackle","8H 15M 0S",26,"MF"
2015-04-20,"cooper's hawk","8H 15M 0S",1,"MF"
2015-04-20,"dark eyed junco","8H 15M 0S",4,"MF"
2015-04-20,"domestic duck","8H 15M 0S",2,"MF"
2015-04-20,"downy woodpecker","8H 15M 0S",1,"MF"
2015-04-20,"eastern towhee","8H 15M 0S",1,"MF"
2015-04-20,"european starling","8H 15M 0S",14,"MF"
2015-04-20,"fox sparrow","8H 15M 0S",1,"MF"
2015-04-20,"hermit thrush","8H 15M 0S",1,"MF"
2015-04-20,"house sparrow","8H 15M 0S",30,"MF"
2015-04-20,"mallard","8H 15M 0S",16,"MF"
2015-04-20,"northern cardinal","8H 15M 0S",4,"MF"
2015-04-20,"northern flicker","8H 15M 0S",2,"MF"
2015-04-20,"northern rough winged swallow","8H 15M 0S",2,"MF"
2015-04-20,"red bellied woodpecker","8H 15M 0S",1,"MF"
2015-04-20,"red winged blackbird","8H 15M 0S",17,"MF"
2015-04-20,"ring billed gull","8H 15M 0S",7,"MF"
2015-04-20,"rock pigeon","8H 15M 0S",24,"MF"
2015-04-20,"ruby crowned kinglet","8H 15M 0S",10,"MF"
2015-04-20,"ruddy duck","8H 15M 0S",1,"MF"
2015-04-20,"savannah sparrow","8H 15M 0S",1,"MF"
2015-04-20,"song sparrow","8H 15M 0S",3,"MF"
2015-04-20,"swamp sparrow","8H 15M 0S",1,"MF"
2015-04-20,"white throated sparrow","8H 15M 0S",5,"MF"
2015-04-20,"wood duck","8H 15M 0S",11,"MF"
2015-04-20,"yellow bellied sapsucker","8H 15M 0S",1,"MF"
2015-04-21,"american crow","8H 20M 0S",2,"MF"
2015-04-21,"american goldfinch","8H 20M 0S",1,"MF"
2015-04-21,"american robin","8H 20M 0S",4,"MF"
2015-04-21,"black capped chickadee","8H 20M 0S",4,"MF"
2015-04-21,"black crowned night heron","8H 20M 0S",82,"MF"
2015-04-21,"brown creeper","8H 20M 0S",1,"MF"
2015-04-21,"brown headed cowbird","8H 20M 0S",4,"MF"
2015-04-21,"brown thrasher","8H 20M 0S",2,"MF"
2015-04-21,"canada goose","8H 20M 0S",46,"MF"
2015-04-21,"common grackle","8H 20M 0S",9,"MF"
2015-04-21,"dark eyed junco","8H 20M 0S",6,"MF"
2015-04-21,"domestic duck","8H 20M 0S",3,"MF"
2015-04-21,"downy woodpecker","8H 20M 0S",1,"MF"
2015-04-21,"european starling","8H 20M 0S",27,"MF"
2015-04-21,"field sparrow","8H 20M 0S",1,"MF"
2015-04-21,"greylag goose","8H 20M 0S",2,"MF"
2015-04-21,"hermit thrush","8H 20M 0S",3,"MF"
2015-04-21,"hooded merganser","8H 20M 0S",1,"MF"
2015-04-21,"house sparrow","8H 20M 0S",41,"MF"
2015-04-21,"mallard","8H 20M 0S",22,"MF"
2015-04-21,"northern cardinal","8H 20M 0S",2,"MF"
2015-04-21,"northern flicker","8H 20M 0S",5,"MF"
2015-04-21,"palm warbler","8H 20M 0S",1,"MF"
2015-04-21,"pied billed grebe","8H 20M 0S",1,"MF"
2015-04-21,"red winged blackbird","8H 20M 0S",27,"MF"
2015-04-21,"rock pigeon","8H 20M 0S",75,"MF"
2015-04-21,"ruby crowned kinglet","8H 20M 0S",3,"MF"
2015-04-21,"song sparrow","8H 20M 0S",1,"MF"
2015-04-21,"white throated sparrow","8H 20M 0S",3,"MF"
2015-04-21,"wood duck","8H 20M 0S",3,"MF"
2015-04-21,"yellow bellied sapsucker","8H 20M 0S",4,"MF"
2015-04-21,"yellow rumped warbler","8H 20M 0S",1,"MF"
2015-04-22,"american coot","8H 21M 0S",3,"MF"
2015-04-22,"american crow","8H 21M 0S",6,"MF"
2015-04-22,"american goldfinch","8H 21M 0S",5,"MF"
2015-04-22,"american robin","8H 21M 0S",12,"MF"
2015-04-22,"belted kingfisher","8H 21M 0S",1,"MF"
